0 	47311 	47312 	60393 	
56012 	39448 	37671 	46722 	3577 	39088 	
1763 	43117 	6949 	16712 	2446 	19011 	
20521 	30329 	4679 	43839 	1554 	32787 	
20573 	32840 	1842 	30223 	42613 	8171 	
46765 	23173 	41238 	6201 	36309 	21832 	
22417 	2883 	8780 	3030 	9484 	3825 	
27655 	390 	25039 	31412 	15085 	1575 	
7624 	19024 	22658 	29944 	10560 	21440 	
44858 	17869 	46576 	37208 	20628 	10106 	
15581 	25801 	5321 	17814 	20777 	40374 	
15898 	23806 	36158 	38749 	36088 	30866 	
36341 	32469 	47047 	43863 	1745 	35002 	
12335 	4367 	52594 	34091 	15113 	26955 	
20347 	52019 	3266 	36079 	8757 	42610 	
16185 	24842 	37016 	44648 	45801 	33398 	
6317 	44029 	46584 	52100 	46388 	16825 	
19458 	42896 	25685 	22980 	40322 	34569 	
9691 	3330 	46923 	25160 	1394 	19939 	
9767 	46447 	21444 	2088 	45846 	2532 	
6861 	30341 	50456 	21332 	14303 	17559 	
5861 	18169 	26842 	28003 	19800 	46212 	
40039 	26042 	15146 	6385 	4161 	27948 	
15665 	29768 	56879 	32048 	30310 	41712 	
32810 	40311 	48623 	22605 	29398 	36047 	
36188 	9633 	50458 	30341 	8077 	8136 	
1399 	46675 	25701 	37877 	33456 	35260 	
2224 	471 	1203 	11333 	21465 	12383 	
27393 	9379 	42847 	46403 	31395 	44910 	
40565 	18406 	43799 	12904 	38641 	42310 	
32886 	22951 	27769 	42766 	31263 	17006 	
15191 	41933 	21963 	41058 	23289 	39244 	
8794 	32878 	10816 	50328 	41196 	9408 	
1669 	12550 	17133 	33370 	37987 	13689 	
22236 	8579 	5585 	43694 	24515 	8401 	
29938 	31930 	2951 	25782 	49056 	13897 	
30624 	5106 	11830 	30628 	1868 	22510 	
38028 	31271 	37467 	3552 	25037 	10049 	
16455 	37409 	15808 	28149 	15769 	45315 	
23073 	33181 	18632 	3422 	20938 	15400 	
39541 	3362 	21763 	10976 	23310 	10825 	
29696 	36977 	9057 	44959 	4781 	25700 	
26206 	28365 	20782 	22861 	35082 	2601 	
18634 	27929 	22512 	33356 	26046 	36017 	
23196 	57282 	33240 	12121 	13983 	1673 	
4821 	9434 	29048 	16092 	43140 	1722 	
35181 	17615 	6564 	52018 	10186 	32670 	
9400 	15345 	5679 	16072 	35116 	5909 	
8047 	626 	41371 	38949 	38662 	29628 	
1447 	11311 	37473 	39007 	11855 	23492 	
30217 	44658 	46559 	12643 	43469 	2230 	
42405 	17203 	20418 	948 	15304 	31810 	
27959 	1723 	4676 	55681 	19550 	23883 	
18140 	36234 	42181 	39400 	15447 	40543 	
45421 	14296 	10651 	19626 	11527 	21122 	
42492 	15666 	30888 	13584 	9522 	19029 	
47161 	25565 	1510 	53777 	53775 	9230 	
329 	31969 	40819 	16812 	23822 	39552 	
9464 	45035 	42716 	49512 	46223 	12875 	
4965 	18489 	40504 	22903 	40507 	42001 	
3990 	12430 	36632 	9915 	16796 	42462 	
7781 	43418 	34236 	18657 	33680 	6509 	
41876 	5703 	41641 	28530 	24889 	38643 	
1889 	35015 	18705 	5628 	42582 	11403 	
8314 	13229 	5159 	27516 	15540 	12783 	
754 	11403 	8226 	4384 	5628 	39408 	
14300 	39928 	28774 	36535 	34599 	21497 	
18729 	18466 	4338 	44662 	22070 	7574 	
42186 	11221 	12925 	56765 	47145 	3679 	
34340 	43084 	9638 	10826 	19191 	13122 	
4618 	38611 	4057 	13627 	36452 	35686 	
43160 	41597 	10010 	16262 	18994 	2616 	
43219 	43162 	5470 	42240 	30333 	17424 	
26779 	3391 	13851 	22362 	28856 	23157 	
8467 	41455 	9694 	11098 	44591 	4419 	
2713 	21196 	44329 	57463 	11517 	11686 	
14150 	32620 	22773 	39335 	36560 	691 	
30756 	6706 	2592 	6850 	42833 	27616 	
25065 	44984 	4582 	48628 	18530 	2875 	
3665 	33420 	16115 	9890 	17260 	20561 	
7427 	40807 	37782 	43381 	26208 	29882 	
14408 	529 	16648 	11143 	23152 	21188 	
38254 	17342 	10983 	57519 	15273 	770 	
146 	16402 	22452 	32904 	14436 	5819 	
28375 	16138 	4971 	18305 	33780 	9734 	
41957 	31152 	16785 	17408 	12678 	1932 	
32644 	29124 	24870 	30914 	46798 	4018 	
39501 	34406 	13187 	45055 	16607 	27796 	
35951 	45846 	11127 	16875 	21153 	2088 	
10457 	4435 	4439 	22367 	17680 	57894 	
12 	22444 	15886 	44824 	5499 	58120 	
41485 	37932 	37821 	16586 	32738 	45364 	
2394 	28740 	50460 	9633 	9425 	43780 	
41435 	49445 	36081 	15531 	17389 	37588 	
11241 	51277 	37503 	410 	21564 	10272 	
17966 	18922 	16699 	38619 	36843 	12587 	
12901 	35899 	29557 	45041 	29156 	41192 	
43828 	4779 	13642 	11120 	22027 	28055 	
17519 	8437 	131 	6884 	4524 	20115 	
25744 	16973 	22667 	13808 	42982 	16895 	
37756 	6636 	23036 	27462 	18946 	44407 	
33072 	42195 	28306 	16860 	47118 	34799 	
33056 	16274 	18095 	1684 	42344 	33452 	
4731 	373 	39502 	50884 	42024 	4526 	
4922 	35122 	37221 	23125 	53554 	37265 	
38008 	35486 	8266 	15084 	7049 	13343 	
36175 	44150 	19367 	39594 	12340 	9666 	
35390 	48579 	7900 	33412 	18957 	25597 	
1119 	11389 	30358 	13544 	35697 	44729 	
13340 	23832 	6656 	27180 	3000 	21782 	
39654 	25991 	26738 	12334 	26314 	44615 	
35947 	35288 	18296 	12752 	21994 	21038 	
36255 	6929 	12082 	3075 	2006 	23623 	
11567 	36235 	44610 	41607 	2905 	19752 	
11481 	16687 	23747 	21636 	14881 	13815 	
9683 	47105 	16622 	19703 	10573 	40479 	
40438 	50793 	12953 	25068 	12612 	31367 	
29861 	298 	2406 	6178 	18028 	11687 	
18750 	21270 	1278 	28311 	7795 	14472 	
41578 	47074 	44280 	9968 	41907 	12759 	
20217 	44393 	20330 	21718 	19386 	31526 	
2588 	45900 	42456 	1864 	37055 	8496 	
15851 	46364 	11368 	46639 	23235 	10355 	
18331 	10904 	11381 	5753 	31349 	3973 	
37168 	40611 	18478 	9938 	3867 	38914 	
46969 	43079 	37421 	17317 	40831 	13193 	
30329 	19764 	3998 	4679 	1213 	21559 	
37148 	41658 	790 	14934 	6764 	31615 	
2483 	4531 	32361 	1637 	12772 	11964 	
22808 	40353 	10896 	6925 	38204 	9131 	
44899 	35871 	23423 	9597 	40798 	43995 	
36542 	27437 	6789 	1740 	16519 	40984 	
6122 	41852 	23303 	37000 	38364 	3978 	
35404 	17326 	40274 	46168 	28708 	15176 	
29547 	3531 	6876 	32118 	29441 	10269 	
46987 	14365 	9387 	10979 	8564 	21920 	
7864 	1106 	35698 	43096 	44332 	36832 	
580 	39968 	44322 	22316 	29682 	40743 	
26166 	22366 	17473 	24958 	21030 	8509 	
35283 	45153 	49926 	41140 	26337 	5329 	
15560 	41530 	46635 	41563 	31781 	14592 	
37388 	42551 	44192 	41898 	40984 	42928 	
15531 	36081 	10022 	37387 	18180 	5519 	
11983 	7162 	22289 	30231 	4420 	43585 	
18423 	15631 	8211 	54879 	35767 	18147 	
12213 	12522 	44070 	17333 	14712 	28603 	
44974 	30666 	1497 	4140 	45767 	11916 	
40345 	7296 	12319 	17928 	8836 	46413 	
26203 	43025 	43200 	39874 	47424 	38257 	
35235 	33163 	30573 	3873 	25956 	29639 	
43432 	43616 	36201 	19262 	13856 	27008 	
43054 	28617 	30909 	9679 	6251 	2560 	
34087 	36435 	38897 	48722 	30558 	4924 	
51655 	37255 	21894 	21536 	5362 	13565 	
10101 	12539 	34246 	37725 	11223 	21976 	
19808 	39195 	45952 	38696 	13608 	27804 	
27473 	8034 	9091 	10205 	18367 	23544 	
55475 	41209 	3663 	5699 	23677 	33525 	
41961 	14502 	36062 	40149 	10776 	13034 	
20995 	17007 	30141 	5045 	8135 	42524 	
43984 	19767 	6703 	9881 	14478 	9811 	
5220 	5653 	18320 	34655 	3607 	37272 	
42628 	3349 	4853 	19149 	840 	23137 	
44364 	6850 	9847 	31145 	6161 	10271 	
42751 	20343 	10303 	43534 	5423 	27081 	
1363 	20540 	3134 	8776 	44358 	45159 	
38489 	40399 	11115 	38348 	43072 	7014 	
42657 	36172 	14694 	32784 	20122 	4945 	
11164 	39973 	11949 	30614 	2565 	11394 	
46574 	25149 	9889 	18980 	1056 	20830 	
15650 	42620 	20305 	44862 	1785 	26837 	
21901 	7834 	22484 	10987 	12312 	32218 	
2744 	18469 	33108 	12560 	49093 	30300 	
38079 	13184 	24290 	23849 	15325 	17091 	
44596 	14146 	28129 	46280 	41341 	38614 	
5848 	37647 	4037 	46925 	1005 	3573 	
31480 	51187 	28583 	39332 	1704 	51380 	
25257 	18684 	3626 	38936 	14630 	43809 	
18684 	19742 	35978 	3626 	23167 	29261 	
40799 	22722 	33183 	43770 	10175 	14919 	
7144 	8502 	39346 	37923 	36333 	9523 	
14721 	1679 	26532 	46426 	9066 	25981 	
20250 	21675 	39183 	6083 	25772 	3016 	
27832 	56594 	17636 	16970 	39180 	42817 	
41034 	8366 	33700 	7528 	12660 	38784 	
19281 	12466 	13609 	28914 	30461 	2838 	
18081 	37775 	35487 	36217 	3076 	35626 	
38666 	4137 	42567 	8532 	15567 	20281 	
7595 	33760 	4509 	13555 	41927 	23426 	
20957 	35167 	23830 	26127 	16179 	40530 	
41228 	40740 	9313 	32748 	1922 	32830 	
38388 	8781 	47218 	25855 	16037 	43326 	
41316 	25980 	46488 	1237 	30241 	1663 	
13581 	7426 	16838 	7757 	26969 	13981 	
874 	9188 	29036 	5120 	48897 	37316 	
4005 	7233 	34124 	26939 	29779 	29577 	
37512 	56998 	42948 	35081 	42842 	41587 	
28864 	26960 	3140 	2059 	3252 	40380 	
34541 	20883 	44262 	13868 	43143 	17010 	
21446 	55172 	34448 	12453 	37273 	19375 	
10567 	40442 	25792 	16359 	8605 	6420 	
57250 	10009 	23068 	44582 	1879 	2134 	
57256 	34122 	4813 	4202 	11963 	40424 	
38665 	687 	33705 	43097 	33942 	39349 	
51665 	10882 	9567 	7028 	25162 	29005 	
14213 	15614 	46290 	16354 	26890 	38251 	
60009 	24464 	11661 	17817 	12808 	4097 	
46466 	11526 	42590 	20097 	33889 	36287 	
26023 	2956 	11446 	44441 	38281 	4233 	
15117 	43339 	34 	10674 	7810 	33316 	
5225 	2976 	4108 	8664 	21040 	1592 	
19272 	22201 	38432 	39769 	41575 	40945 	
22047 	20417 	24489 	20610 	18654 	20694 	
42603 	5303 	2324 	33856 	30637 	12118 	
20478 	6069 	3071 	24002 	29147 	40351 	
1709 	54660 	18615 	21689 	21429 	29761 	
38144 	14097 	16331 	11916 	30666 	6359 	
17890 	5050 	4903 	20600 	16448 	46695 	
13606 	54692 	32747 	5723 	17621 	13148 	
40947 	24082 	15779 	11122 	37370 	576 	
6577 	31880 	43336 	18735 	9421 	22105 	
23443 	4517 	30371 	42192 	21351 	25943 	
30135 	25845 	47270 	36614 	33107 	36684 	
37534 	26014 	26416 	30522 	5088 	32326 	
9444 	25283 	23042 	41454 	33067 	39840 	
43597 	4844 	32403 	28718 	10348 	18953 	
48480 	27300 	6005 	7993 	2805 	40174 	
4039 	1587 	24778 	11377 	30875 	31709 	
25599 	16297 	16471 	25584 	8179 	37442 	
57454 	44754 	31705 	36625 	24209 	33575 	
9307 	6945 	34750 	26775 	8825 	38909 	
29733 	57480 	14811 	37937 	46459 	5214 	
42964 	41804 	37609 	31149 	28891 	12421 	
43139 	32131 	29449 	35917 	40858 	12330 	
40708 	2070 	8151 	23514 	17059 	28069 	
13686 	13000 	12675 	12896 	7015 	20444 	
15572 	34957 	34603 	19706 	10344 	38610 	
16956 	11803 	3414 	26162 	42994 	12719 	
926 	846 	32045 	22226 	8598 	41291 	
2176 	17503 	42910 	18712 	9334 	34819 	
40302 	44852 	30049 	9086 	42252 	4127 	
21529 	1783 	34370 	626 	25194 	44559 	
16220 	3329 	28528 	21803 	38648 	42071 	
21370 	39572 	21286 	29709 	53965 	21431 	
30461 	10141 	14294 	32044 	33601 	13609 	
37505 	23947 	4808 	5347 	34621 	3624 	
20891 	18294 	17254 	34868 	41503 	11697 	
21698 	19383 	44775 	37803 	26659 	15582 	
36686 	9704 	8400 	37815 	4404 	9736 	
36967 	35935 	10450 	41878 	12690 	3109 	
27066 	28848 	20214 	165 	18419 	14834 	
29609 	12202 	24237 	25431 	599 	26560 	
19553 	5705 	20521 	40231 	27188 	8657 	
41474 	40900 	36738 	44155 	38161 	58047 	
39703 	46872 	39343 	25922 	21042 	2442 	
52209 	32409 	40731 	38141 	33969 	40032 	
39112 	7456 	35065 	11578 	20455 	30397 	
3360 	11854 	18343 	5966 	33893 	19145 	
10938 	37993 	19101 	21171 	12418 	43384 	
43152 	16599 	9429 	37688 	41866 	45148 	
43892 	23219 	11224 	56249 	7874 	19756 	
12377 	19401 	36708 	42516 	13934 	41953 	
22272 	38508 	23882 	12565 	41606 	18456 	
34620 	34231 	15342 	42692 	29049 	27152 	
6717 	14584 	9634 	22077 	7502 	18282 	
10843 	18083 	38091 	45044 	32781 	16117 	
36741 	28379 	15749 	31230 	23401 	58126 	
36743 	45484 	27029 	41279 	12167 	58132 	
44823 	11691 	34283 	7369 	28464 	58143 	
14295 	46925 	26006 	37284 	46217 	33875 	
14566 	29938 	25782 	977 	49043 	14342 	
3788 	52699 	13508 	9584 	47209 	10605 	
7881 	38042 	25204 	38351 	53456 	43808 	
15664 	46426 	43643 	26877 	36930 	19689 	
3194 	32628 	37922 	21167 	53465 	9600 	
50963 	19094 	4390 	42170 	9392 	3549 	
2303 	12049 	4643 	27800 	31627 	44198 	
3064 	43123 	45579 	40284 	10352 	20583 	
7678 	31623 	31519 	50770 	7904 	5401 	
51792 	15435 	35228 	13565 	37255 	13136 	
18541 	8677 	27974 	25331 	35508 	42636 	
10304 	4491 	105 	23288 	6951 	40048 	
20930 	43246 	27859 	43594 	25712 	41571 	
32040 	24925 	34131 	16564 	15951 	15909 	
15128 	33922 	38842 	41045 	43946 	28321 	
38062 	43590 	8737 	46882 	22525 	25698 	
43158 	35249 	4829 	41237 	5447 	12444 	
33434 	3516 	14882 	34797 	6959 	39898 	
43259 	26561 	44405 	33549 	14369 	13301 	
2763 	39521 	40214 	996 	30602 	32104 	
11871 	32618 	55985 	4274 	20142 	21083 	
19255 	41416 	41359 	30555 	44864 	7621 	
31112 	3244 	17163 	39273 	26821 	16882 	
39110 	1462 	39154 	16465 	46936 	36398 	
15604 	44387 	46697 	47812 	23972 	8415 	
24635 	22351 	20730 	40795 	41689 	6295 	
25205 	33812 	2962 	21206 	5098 	11074 	
4241 	32502 	10712 	34992 	10391 	25562 	
13396 	4502 	5200 	25944 	10570 	58178 	
14913 	19538 	20703 	23708 	5548 	58189 	
44163 	19069 	19542 	16696 	39761 	58283 	
12728 	12641 	15329 	31435 	43293 	30354 	
31108 	21839 	5968 	16470 	11669 	15455 	
36926 	41603 	35165 	53007 	53005 	31621 	
44725 	36309 	37328 	18894 	27572 	6201 	
1976 	23255 	15407 	13683 	40293 	29096 	
37254 	44627 	46506 	44316 	23229 	28200 	
17067 	22028 	36751 	23237 	44732 	25709 	
40541 	13996 	57593 	44059 	30136 	34578 	
34289 	33572 	41484 	44182 	46084 	58313 	
25304 	30683 	24503 	56125 	10206 	34008 	
11698 	26136 	45176 	9104 	25784 	42656 	
5957 	38972 	7333 	13699 	8807 	36430 	
19294 	36813 	29862 	55707 	4884 	46036 	
22856 	1286 	27956 	7449 	30457 	58327 	
7460 	7461 	7898 	15554 	25129 	58436 	
11068 	35090 	18810 	8678 	2941 	38856 	
2846 	1421 	21922 	21386 	6716 	21040 	
42738 	9111 	2318 	30824 	24405 	33720 	
34820 	45699 	20340 	46711 	20376 	2930 	
2146 	16701 	19704 	32986 	16311 	58482 	
2147 	16735 	28085 	613 	15339 	58528 	
42206 	17266 	7046 	38655 	38542 	8181 	
26408 	41540 	21185 	9022 	46832 	58568 	
19737 	32578 	31288 	16022 	31938 	58622 	
31215 	32416 	10585 	151 	46327 	28115 	
29867 	36968 	19952 	2634 	4626 	11441 	
17400 	10082 	1488 	41290 	41811 	37666 	
2798 	22235 	22548 	11839 	30115 	45747 	
26958 	4655 	37773 	11002 	13280 	22275 	
46236 	17795 	9281 	50516 	5888 	7080 	
22370 	21744 	22656 	56463 	33344 	9265 	
41028 	11059 	33185 	6240 	44776 	2012 	
6630 	5085 	23074 	10284 	44919 	34366 	
39962 	18760 	34051 	8155 	8076 	35388 	
41818 	48267 	6746 	46334 	48265 	32404 	
1498 	41736 	2530 	50540 	26976 	29850 	
25749 	38282 	20776 	31987 	14524 	30839 	
41496 	8013 	28525 	37878 	42171 	28653 	
2811 	46423 	33411 	3537 	30780 	16930 	
39102 	8456 	2544 	26876 	16670 	42835 	
27778 	24298 	52450 	10394 	17577 	46967 	
3070 	45226 	39670 	55 	30451 	16718 	
13531 	20186 	7310 	36092 	54044 	35856 	
5237 	19129 	6041 	1421 	42857 	10056 	
55822 	4747 	4543 	8655 	37212 	20291 	
5111 	18053 	22271 	46945 	8647 	29423 	
21547 	36886 	17381 	41000 	7604 	39629 	
34334 	9659 	7731 	38433 	2830 	34858 	
42155 	25556 	7289 	13405 	37945 	36963 	
3524 	7016 	45527 	46315 	15828 	8428 	
37011 	16636 	23066 	42949 	37776 	31029 	
7394 	47164 	36160 	35874 	24047 	46733 	
14916 	15908 	10828 	34523 	34676 	43578 	
23861 	20810 	40720 	11777 	37964 	2654 	
30494 	38769 	33357 	3871 	38011 	16074 	
33604 	38132 	1350 	42897 	43941 	24449 	
46846 	30386 	18720 	5025 	5310 	27854 	
29712 	43230 	33993 	32052 	23507 	29947 	
26971 	1062 	5481 	39753 	14545 	8851 	
4214 	10949 	11785 	24642 	31955 	39672 	
38296 	23905 	23352 	51262 	36519 	1470 	
5938 	142 	19076 	13101 	27653 	27420 	
45099 	32804 	6430 	46690 	5331 	27155 	
19210 	53199 	38487 	3124 	53197 	42969 	
8901 	25315 	12147 	35063 	17605 	28334 	
31116 	1410 	3737 	31141 	6227 	28831 	
5622 	37852 	19986 	35262 	11312 	43677 	
17801 	29986 	27895 	15327 	23336 	37094 	
42323 	4378 	6879 	5740 	40437 	34014 	
44495 	45947 	3935 	31349 	20310 	10904 	
42498 	37126 	27337 	30197 	44542 	10259 	
38909 	30814 	45378 	42072 	34750 	40760 	
500 	34589 	24058 	42115 	22446 	9301 	
22779 	35702 	46515 	42340 	3297 	39211 	
20014 	20374 	41606 	23194 	42328 	22272 	
34406 	12840 	23543 	13187 	27410 	38476 	
7085 	20787 	40852 	23175 	32354 	34277 	
30984 	24605 	11873 	7867 	24479 	33468 	
13267 	47128 	25171 	22453 	1475 	33156 	
34468 	41775 	13094 	41257 	28523 	34877 	
23091 	29102 	1210 	41100 	11352 	7338 	
22624 	24120 	35221 	31049 	29671 	24648 	
33316 	6235 	11903 	3060 	34 	32353 	
6946 	40429 	1607 	23797 	42708 	37951 	
4977 	31190 	17429 	30098 	6420 	9905 	
39553 	51569 	45390 	24255 	17549 	2046 	
20592 	16077 	15908 	14916 	21218 	5846 	
43492 	42017 	9138 	35652 	17720 	863 	
7452 	4270 	6448 	4146 	32347 	8361 	
7338 	24426 	40115 	4453 	1210 	26506 	
27719 	30873 	35073 	42211 	2340 	38522 	
21409 	52145 	31405 	10798 	39704 	22082 	
40195 	46015 	9191 	20630 	29310 	28909 	
14496 	45004 	28863 	28891 	54191 	41804 	
40470 	19913 	22677 	32367 	12420 	35990 	
46645 	12887 	26481 	37127 	53640 	15294 	
24244 	39975 	45993 	17206 	46259 	34735 	
26114 	43310 	40224 	11408 	5786 	23919 	
37128 	50911 	11167 	18271 	42442 	40902 	
16349 	43481 	41351 	44583 	3193 	4943 	
27353 	22676 	10104 	33182 	28861 	14561 	
34491 	3046 	24014 	46942 	1218 	23245 	
9799 	46016 	26864 	29435 	4292 	47053 	
37903 	32624 	22508 	4969 	17500 	45584 	
25646 	2055 	42329 	36731 	6744 	5916 	
7519 	54480 	6598 	18431 	41421 	3296 	
3847 	18187 	43099 	20889 	37648 	35619 	
16618 	45762 	28772 	46562 	20166 	15534 	
14195 	25211 	40509 	3126 	12900 	14474 	
24948 	32691 	10039 	42152 	41628 	1981 	
40332 	7677 	5238 	25921 	22405 	2080 	
14569 	8989 	5452 	27620 	41670 	22822 	
39433 	49301 	26921 	12967 	37813 	37099 	
40693 	43952 	43783 	37291 	18688 	7547 	
25965 	30928 	26727 	27102 	2234 	17321 	
46798 	35644 	10623 	9548 	31898 	24870 	
31608 	34968 	33337 	28786 	12594 	20541 	
45444 	16917 	27445 	13168 	37312 	32866 	
41747 	16876 	35830 	20054 	32561 	46307 	
40069 	10130 	32638 	36023 	34617 	31343 	
16296 	25337 	18185 	34390 	22588 	41793 	
28071 	54906 	13148 	19012 	13606 	35139 	
24481 	11089 	33167 	75 	25448 	45463 	
6814 	40418 	16644 	38483 	46221 	9958 	
19153 	14511 	25853 	4726 	31948 	14728 	
45597 	44268 	27562 	23114 	12449 	17264 	
30798 	35704 	5363 	15894 	10248 	45241 	
56914 	18993 	25463 	23531 	28101 	41483 	
25989 	30345 	29486 	29762 	5287 	2304 	
16231 	17354 	39861 	55691 	46110 	24175 	
33619 	5032 	22862 	31878 	6076 	45772 	
14527 	25051 	50626 	50624 	3473 	1792 	
45831 	30535 	46285 	18254 	29566 	32505 	
17844 	24840 	45639 	13086 	6075 	26497 	
39810 	40670 	42390 	27256 	17382 	2727 	
39053 	8591 	19592 	33329 	13425 	22788 	
31884 	7316 	15075 	34783 	12667 	8429 	
15039 	39620 	51639 	16425 	19037 	18042 	
32550 	6227 	3869 	8616 	38317 	31141 	
22721 	19898 	12048 	45514 	19259 	654 	
18856 	44348 	3774 	6584 	30445 	37580 	
45005 	23609 	18510 	14034 	9617 	19371 	
40711 	8762 	36590 	5027 	41971 	34106 	
17826 	36596 	42041 	30229 	53679 	16987 	
45426 	37437 	45481 	11843 	1500 	20027 	
44860 	40545 	39311 	39637 	6681 	16113 	
1872 	34404 	44677 	2350 	33881 	14168 	
26292 	11530 	8539 	41211 	21359 	42043 	
40096 	42273 	26979 	40677 	6693 	45479 	
60053 	2372 	830 	32990 	3962 	39715 	
43849 	12244 	34752 	37049 	19819 	3831 	
12619 	28091 	421 	24501 	30284 	14900 	
10450 	4993 	23688 	6274 	33683 	16408 	
37912 	41165 	29196 	7222 	31895 	57918 	
29104 	14878 	14908 	14875 	45921 	58086 	
2949 	32726 	41280 	16901 	6189 	58267 	
57096 	22546 	9816 	32603 	36213 	3870 	
42945 	16139 	31115 	10252 	3726 	27550 	
12308 	10938 	21171 	24193 	9949 	4688 	
17508 	31949 	17874 	27226 	43826 	58334 	
35848 	13028 	36851 	7339 	44948 	28255 	
33339 	44210 	20929 	17964 	39291 	25684 	
15750 	8922 	34855 	8921 	34165 	58650 	
8822 	32579 	23693 	8922 	25144 	58652 	
20720 	8967 	8969 	27932 	22482 	58691 	
23693 	23327 	44375 	31307 	25938 	58726 	
14016 	36248 	6196 	44493 	43126 	24476 	
44061 	5537 	48373 	26219 	44762 	3156 	
15326 	20096 	5827 	7282 	35429 	16784 	
36170 	7431 	17986 	12787 	16203 	44281 	
34294 	12535 	44466 	44357 	32946 	58746 	
22848 	38973 	42513 	19978 	22700 	3894 	
30080 	10657 	2870 	21973 	39457 	38934 	
26423 	29796 	9667 	38216 	46125 	45333 	
26767 	44015 	2086 	39740 	35463 	7351 	
44288 	8983 	34886 	903 	35922 	58750 	
44346 	27933 	15365 	9023 	30067 	58767 	
39726 	3476 	42081 	36707 	1164 	29594 	
32584 	34890 	23802 	9034 	12183 	58815 	
20769 	9119 	18387 	21187 	41263 	58864 	
30490 	18104 	35732 	129 	35251 	46176 	
9036 	13433 	46178 	10723 	11106 	58869 	
14563 	5394 	20145 	16609 	45448 	5812 	
2973 	10215 	39575 	16139 	19146 	39021 	
38571 	43232 	21363 	10276 	22223 	9959 	
17551 	23323 	45405 	32854 	1996 	43996 	
9114 	46172 	23485 	23445 	18130 	58883 	
44066 	17478 	2371 	27897 	6175 	57899 	
3446 	24482 	11558 	37320 	43328 	41659 	
2034 	27256 	31612 	28985 	36933 	20824 	
17153 	50327 	19591 	3402 	20988 	35184 	
39049 	9853 	11357 	23005 	38945 	27518 	
44093 	44312 	46258 	45045 	37298 	33212 	
33634 	18432 	21878 	15459 	44914 	11800 	
21106 	27782 	34382 	32112 	757 	10947 	
36641 	50081 	45017 	33722 	34846 	29458 	
11368 	16489 	2639 	24119 	37104 	45380 	
22782 	46699 	12239 	24477 	24783 	17933 	
33705 	32066 	17415 	44993 	37294 	21301 	
6689 	29655 	7513 	5787 	32759 	12891 	
29626 	13352 	29715 	11610 	3683 	15441 	
16079 	9370 	705 	12068 	30029 	10681 	
21391 	29170 	23555 	37701 	32007 	36924 	
9818 	43190 	18369 	4500 	42840 	40452 	
16914 	2174 	40730 	41744 	18906 	11896 	
19268 	41231 	16492 	41141 	47174 	13670 	
722 	41848 	6714 	30799 	35219 	32354 	
30908 	9310 	39059 	42430 	914 	2494 	
8368 	14272 	3277 	23397 	24511 	12652 	
31848 	6056 	27301 	17222 	22171 	18647 	
731 	24449 	19505 	52246 	42897 	26464 	
